TEXTO;CORRECCION
supriman;suprimir
inventen;inventar
contrapongan;contraponer
sustantiven;sustantivar
imiten;imitar
caricaturicen;caricaturizar
adelanten;adelantar
aquieten;aquietar
receten;recetar
invadan;invadir
resuenen;resonar
califiquen;calificar
proyecten;proyectar
ingresen;ingresar
propongan;proponer
destruyan;destruir
construyan;construir
compensen;compensar
recobren;recobrar
recuperen;recuperar
juzguen;juzgar
vacilen;vacilar
opten;optar
revisen;revisar
dimensionen;dimensionar
diluciden;dilucidar
conculquen;conculcar
remitan;remitir
configuren;configurar
opriman;oprimir
ilustren;ilustrar
repartan;repartir
obliguen;obligar
infiltren;infiltrar
patrocinen;patrocinar
reposen;reposar
transgredan;transgredir
accedan;acceder
beneficien;beneficiar
simplifiquen;simplificar
midan;medir
sesguen;sesgar
concentren;concentrar
conecten;conectar
abarquen;abarcar
llamen;llamar
basten;bastar
cobren;cobrar
agrupen;agrupar
encarnen;encarnar
guillen;guillar
cometan;cometer
concedan;conceder
mamen;mamar
carguen;cargar
pronuncien;pronunciar
proliferen;proliferar
atraigan;atraer
agradezcan;agradecer
certifiquen;certificar
legitimen;legitimar
reconforten;reconfortar
despisten;despistar
homologuen;homologar
vistan;vestir
metan;meter
miren;mirar
contaminen;contaminar
retomen;retomar
reconsideren;reconsiderar
expongan;exponer
reflexionen;reflexionar
plasmen;plasmar
adapten;adaptar
presuman;presumir
perduren;perdurar
desfilen;desfilar
otorguen;otorgar
puntualicen;puntualizar
trasmitan;trasmitir
profundicen;profundizar
concluyan;concluir
envejezcan;envejecer
retraten;retratar
cesen;cesar
deslicen;deslizar
gestionen;gestionar
aspavienten;aspaventar
sustituyan;sustituir
convengan;convenir
experimenten;experimentar
financien;financiar
condicionen;condicionar
curen;curar
afronten;afrontar
elaboren;elaborar
oigan;oír
enreden;enredar
habiten;habitar
responsabilicen;responsabilizar
respalden;respaldar
esgriman;esgrimir
impulsen;impulsar
privaticen;privatizar
eludan;eludir
insten;instar
persigan;perseguir
detengan;detener
excedan;exceder
agraven;agravar
desplieguen;desplegar
vinculen;vincular
perpeten;perpetar
supervisen;supervisar
avisen;avisar
linden;lindar
repriman;reprimir
escondan;esconder
consten;constar
autoricen;autorizar
restrinjan;restringir
esfuercen;esforzar
incomoden;incomodar
estimen;estimar
enfaticen;enfatizar
borden;bordar
percaten;percatar
avancen;avanzar
comercialicen;comercializar
asocien;asociar
naden;nadar
optimicen;optimizar
tiren;tirar
competan;competer
versen;versar
recaigan;recaer
autogestionen;autogestionar
compren;comprar
represen;represar
precipiten;precipitar
agudicen;agudizar
esfumen;esfumar
desesperen;desesperar
encanten;encantar
vulneren;vulnerar
concurran;concurrir
suenen;sonar
prometan;prometer
defiendan;defender
atenten;atentar
examinen;examinar
iluminen;iluminar
amparen;amparar
calmen;calmar
clarifiquen;clarificar
ausenten;ausentar
acaricien;acariciar
unifiquen;unificar
suministren;suministrar
retrasen;retrasar
aprehendan;aprehender
confieran;conferir
contrasten;contrastar
autoreproduzcan;autoreproducir
simulen;simular
minimicen;minimizar
renueven;renovar
primen;primar
reincidan;reincidir
despierten;despertar
publiciten;publicitar
motiven;motivar
interpreten;interpretar
familiaricen;familiarizar
soporten;soportar
negocien;negociar
trasladen;trasladar
interaccionen;interaccionar
oren;orar
rellenen;rellenar
ostenten;ostentar
pesen;pesar
desencadenen;desencadenar
aoren;aorar
harten;hartar
presionen;presionar
adivinen;adivinar
inquieten;inquietar
destierren;desterrar
discriminen;discriminar
congreguen;congregar
intensifiquen;intensificar
impongan;imponer
adhieran;adherir
destapen;destapar
abunden;abundar
auxilien;auxiliar
vuelen;volar
enlacen;enlazar
prioricen;priorizar
analicen;analizar
inciten;incitar
colmen;colmar
habiliten;habilitar
combatan;combatir
engrosen;engrosar
branden;brandar
superpongan;superponer
cuantifiquen;cuantificar
progresen;progresar
desden;desdar
glosen;glosar
infecten;infectar
caminen;caminar
desciendan;descender
abaraten;abaratar
arriesguen;arriesgar
figuren;figurar
traduzcan;traducir
desborden;desbordar
resuman;resumir
reporten;reportar
monten;montar
brinden;brindar
equilibren;equilibrar
posen;posar
prevengan;prevenir
induzcan;inducir
coagulen;coagular
sangren;sangrar
comporten;comportar
documenten;documentar
eleven;elevar
predispongan;predisponer
numeren;numerar
aceleren;acelerar
impacten;impactar
procesen;procesar
restauren;restaurar
frenen;frenar
suspendan;suspender
trasplanten;trasplantar
dividan;dividir
obvien;obviar
pospongan;posponer
esbocen;esbozar
repercutan;repercutir
dialicen;dializar
citen;citar
individualicen;individualizar
leven;levar
sobren;sobrar
preimplanten;preimplantar
invaliden;invalidar
torren;torrar
duden;dudar
impartan;impartir
equivoquen;equivocar
sorprendan;sorprender
consientan;consentir
castiguen;castigar
truequen;trocar
paguen;pagar
tasen;tasar
moderen;moderar
firmen;firmar
acierten;acertar
perezcan;perecer
fusionen;fusionar
animen;animar
inspiren;inspirar
desprendan;desprender
inmiscuyan;inmiscuir
arbitren;arbitrar
ejecuten;ejecutar
departan;departir
caten;catar
inspeccionen;inspeccionar
duerman;dormir
cohabiten;cohabitar
regiren;regirar
hundan;hundir
pelen;pelar
corrompan;corromper
dominen;dominar
asesoren;asesorar
propaguen;propagar
pueblen;poblar
distingan;distinguir
gusten;gustar
aspiren;aspirar
lloren;llorar
narren;narrar
dialoguen;dialogar
ignoren;ignorar
carmenen;carmenar
reviertan;revertir
rechacen;rechazar
caractericen;caracterizar
amen;amar
taren;tarar
ahonden;ahondar
desteten;destetar
reintegren;reintegrar
ponderen;ponderar
invoquen;invocar
aproximen;aproximar
proclamen;proclamar
trasciendan;trascender
agraden;agradar
ensombrezcan;ensombrecer
codifiquen;codificar
agreguen;agregar
sobrestimen;sobrestimar
moren;morar
mallen;mallar
modulen;modular
laman;lamer
mimeticen;mimetizar
orinen;orinar
monitoricen;monitorizar
sobreexpresen;sobreexpresar
palmen;palmar
imbriquen;imbricar
fermenten;fermentar
poden;podar
incriminen;incriminar
colonicen;colonizar
instalen;instalar
ameriten;ameritar
denoten;denotar
curren;currar
vigilen;vigilar
asciendan;ascender
ocasionen;ocasionar
rijan;regir
culminen;culminar
asignen;asignar
graven;gravar
garren;garrar
inserten;insertar
engorden;engordar
estandaricen;estandarizar
gocen;gozar
denominen;denominar
asimilen;asimilar
materialicen;materializar
claven;clavar
precedan;preceder
sacien;saciar
correlacionen;correlacionar
disfuncionen;disfuncionar
obstaculicen;obstaculizar
visiten;visitar
recomienden;recomendar
decanten;decantar
entreguen;entregar
destinen;destinar
malinterpreten;malinterpretar
caven;cavar
toleren;tolerar
naveguen;navegar
focalicen;focalizar
resten;restar
promocionen;promocionar
subestimen;subestimar
anveden;anvedar
toquen;tocar
disfruten;disfrutar
pauten;pautar
coadyuven;coadyuvar
conciencien;concienciar
vehiculicen;vehiculizar
acostumbren;acostumbrar
etiqueten;etiquetar
diversifiquen;diversificar
corten;cortar
autoinformen;autoinformar
indaguen;indagar
medien;mediar
perseveren;perseverar
domen;domar
admiren;admirar
desnutran;desnutrir
gasten;gastar
desayunen;desayunar
doblen;doblar
mellen;mellar
destaquen;destacar
aglutinen;aglutinar
cumplimenten;cumplimentar
aminoren;aminorar
pillen;pillar
saturen;saturar
royan;roer
capten;captar
alternen;alternar
confronten;confrontar
viertan;verter
bollen;bollar
traspasen;traspasar
callen;callar
prevalezcan;prevalecer
desemboquen;desembocar
deporten;deportar
clasifiquen;clasificar
oven;ovar
presupongan;presuponer
embarquen;embarcar
diverjan;divergir
retrocedan;retroceder
listen;listar
vallen;vallar
abusen;abusar
subyazcan;subyacer
distancien;distanciar
latan;latir
gesten;gestar
enmarquen;enmarcar
resignen;resignar
doren;dorar
eduquen;educar
demoren;demorar
normalicen;normalizar
aleven;alevar
entrenen;entrenar
disparen;disparar
formalicen;formalizar
connoten;connotar
noten;notar
desanimen;desanimar
opongan;oponer
rebasen;rebasar
restablezcan;restablecer
enmascaren;enmascarar
dinamicen;dinamizar
maduren;madurar
fallezcan;fallecer
horren;horrar
bigarren;bigarrar
escojan;escoger
disposen;disposar
cooperen;cooperar
reaccionen;reaccionar
maticen;matizar
resalten;resaltar
penetren;penetrar
desincentiven;desincentivar
vacunen;vacunar
prosigan;proseguir
inclinen;inclinar
salvaguarden;salvaguardar
revaloricen;revalorizar
consignen;consignar
tranquilicen;tranquilizar
renuncien;renunciar
desagreguen;desagregar
aboguen;abogar
antepongan;anteponer
suden;sudar
minusvaloren;minusvalorar
eximan;eximir
fumen;fumar
redacten;redactar
actualicen;actualizar
erijan;erigir
igualen;igualar
entrelacen;entrelazar
infraestimen;infraestimar
emigren;emigrar
entablen;entablar
celebren;celebrar
diseminen;diseminar
concilien;conciliar
sincronicen;sincronizar
convoquen;convocar
arrepientan;arrepentir
calculen;calcular
conciten;concitar
retraigan;retraer
abstengan;abstener
apropien;apropiar
ahorren;ahorrar
fundamenten;fundamentar
violen;violar
hereden;heredar
enriquezcan;enriquecer
rueden;rodar
conjuguen;conjugar
revolucionen;revolucionar
impregnen;impregnar
automediquen;automedicar
detallen;detallar
descuenten;descontar
acorten;acortar
implanten;implantar
enderecen;enderezar
declinen;declinar
homogeneicen;homogeneizar
alivien;aliviar
serien;seriar
planifiquen;planificar
adjunten;adjuntar
dispensen;dispensar
desestimulen;desestimular
recelen;recelar
parlen;parlar
opinen;opinar
inyecten;inyectar
transiten;transitar
exploten;explotar
maquillen;maquillar
hipotequen;hipotecar
acontezcan;acontecer
desmotiven;desmotivar
desvinculen;desvincular
perreten;perretar
disten;distar
finalicen;finalizar
compaginen;compaginar
rentabilicen;rentabilizar
coticen;cotizar
afilien;afiliar
amenacen;amenazar
tripliquen;triplicar
jubilen;jubilar
macen;mazar
ambienten;ambientar
lesionen;lesionar
suplanten;suplantar
polaricen;polarizar
aleguen;alegar
sobreestimen;sobreestimar
editen;editar
broten;brotar
capturen;capturar
premien;premiar
alienten;alentar
sensibilicen;sensibilizar
posicionen;posicionar
reconstruyan;reconstruir
desacrediten;desacreditar
crucen;cruzar
ubiquen;ubicar
localicen;localizar
inerven;inervar
reposicionen;reposicionar
remodelen;remodelar
sobrepongan;sobreponer
cojan;coger
sacrifiquen;sacrificar
relaten;relatar
verifiquen;verificar
suavicen;suavizar
salten;saltar
transparenten;transparentar
prestigien;prestigiar
llenen;llenar
levanten;levantar
sobreeleven;sobreelevar
retarden;retardar
fabriquen;fabricar
multipliquen;multiplicar
laceren;lacerar
deambulen;deambular
saquen;sacar
almacenen;almacenar
subsanen;subsanar
disimulen;disimular
sobresalgan;sobresalir
compriman;comprimir
resequen;resecar
concursen;concursar
deparen;deparar
realcen;realzar
reubiquen;reubicar
concuerden;concordar
redirijan;redirigir
regeneren;regenerar
ocluyan;ocluir
distiendan;distender
oculten;ocultar
mermen;mermar
migren;migrar
reincorporen;reincorporar
antecedan;anteceder
intercambien;intercambiar
desglosen;desglosar
expendan;expender
ofusquen;ofuscar
minoren;minorar
vibren;vibrar
personen;personar
fascinen;fascinar
accidenten;accidentar
relevanten;relevantar
reanuden;reanudar
erradiquen;erradicar
estabilicen;estabilizar
pean;peer
prescindan;prescindir
constaten;constatar
flexibilicen;flexibilizar
ejerciten;ejercitar
limpien;limpiar
releguen;relegar
importen;importar
timen;timar
manipulen;manipular
aduzcan;aducir
tensen;tensar
solucionen;solucionar
recuren;recurar
degraden;degradar
aborten;abortar
previstan;prevestir
rehidraten;rehidratar
reborden;rebordar
sequen;secar
enumeren;enumerar
cicatricen;cicatrizar
lancen;lanzar
diriman;dirimir
cristalicen;cristalizar
tilden;tildar
exageren;exagerar
desestimen;desestimar
presidan;presidir
desconcierten;desconcertar
prodiguen;prodigar
comanden;comandar
enfermen;enfermar
reanalicen;reanalizar
ausen;ausar
generalicen;generalizar
sobrevaloren;sobrevalorar
magnifiquen;magnificar
fresen;fresar
programen;programar
afinen;afinar
centralicen;centralizar
quepan;caber
nazcan;nacer
prologuen;prologar
cuelguen;colgar
disciplinen;disciplinar
acomoden;acomodar
institucionalicen;institucionalizar
presencien;presenciar
cultiven;cultivar
excluyan;excluir
extremen;extremar
personalicen;personalizar
canten;cantar
soplen;soplar
rebelen;rebelar
reorienten;reorientar
racionalicen;racionalizar
florezcan;florecer
apresuren;apresurar
insulten;insultar
encubran;encubrir
biden;bidar
instauren;instaurar
honren;honrar
balen;balar
desconfirmen;desconfirmar
deterioren;deteriorar
desensibilicen;desensibilizar
regresen;regresar
ejemplifiquen;ejemplificar
nombren;nombrar
alberguen;albergar
acusen;acusar
culpen;culpar
reinicien;reiniciar
ralenticen;ralentizar
enfaden;enfadar
contenten;contentar
fructifiquen;fructificar
naturalicen;naturalizar
solventen;solventar
sujeten;sujetar
delaten;delatar
interroguen;interrogar
interrelacionen;interrelacionar
hospitalicen;hospitalizar
donen;donar
despenalicen;despenalizar
laven;lavar
reivindiquen;reivindicar
desaten;desatar
denieguen;denegar
desconecten;desconectar
peinen;peinar
discurran;discurrir
inviten;invitar
alcen;alzar
fatiguen;fatigar
entremezclen;entremezclar
borren;borrar
descuiden;descuidar
confeccionen;confeccionar
respiren;respirar
expulsen;expulsar
dilaten;dilatar
resignifiquen;resignificar
contextualicen;contextualizar
capaciten;capacitar
porten;portar
arreglen;arreglar
alarguen;alargar
diluyan;diluir
arrastren;arrastrar
bujan;bugir
entorpezcan;entorpecer
atrofien;atrofiar
conquisten;conquistar
jerarquicen;jerarquizar
reajusten;reajustar
disfracen;disfrazar
reserven;reservar
coresidan;coresidir
esclarezcan;esclarecer
huyan;huir
seduzcan;seducir
verbalicen;verbalizar
yuxtapongan;yuxtaponer
balden;baldar
recompensen;recompensar
platiquen;platicar
reparen;reparar
empecinen;empecinar
releven;relevar
canalicen;canalizar
socialicen;socializar
desorganicen;desorganizar
divulguen;divulgar
profesionalicen;profesionalizar
vislumbren;vislumbrar
rocen;rozar
apoderen;apoderar
reafirmen;reafirmar
repunten;repuntar
asesinen;asesinar
dobleguen;doblegar
expandan;expandir
socorran;socorrer
innoven;innovar
mediquen;medicar
saluden;saludar
entretejan;entretejer
autorregulen;autorregular
conmemoren;conmemorar
aligeren;aligerar
reconcilien;reconciliar
destrocen;destrozar
especulen;especular
reten;retar
tramiten;tramitar
elogien;elogiar
enteren;enterar
exterioricen;exteriorizar
peregrinen;peregrinar
reformen;reformar
sumerjan;sumergir
alumbren;alumbrar
regularicen;regularizar
prepilen;prepilar
preexistan;preexistir
curven;curvar
suelten;soltar
resientan;resentir
obstruyan;obstruir
titulen;titular
compitan;competir
sobrecarguen;sobrecargar
disculpen;disculpar
disipen;disipar
anoten;anotar
seden;sedar
cepillen;cepillar
laboren;laborar
transfieran;transferir
encumbren;encumbrar
humanicen;humanizar
prosperen;prosperar
marchiten;marchitar
promulguen;promulgar
aplacen;aplazar
capen;capar
inunden;inundar
acoplen;acoplar
patenten;patentar
coden;codar
contrarresten;contrarrestar
infravaloren;infravalorar
arraiguen;arraigar
azufren;azufrar
notifiquen;notificar
acuerden;acordar
responsen;responsar
rediman;redimir
graviten;gravitar
perfeccionen;perfeccionar
compatibilicen;compatibilizar
reagrupen;reagrupar
nivelen;nivelar
postulen;postular
dispersen;dispersar
refracten;refractar
despeguen;despegar
aterricen;aterrizar
designen;designar
transporten;transportar
imperen;imperar
compilen;compilar
jalonen;jalonar
automaticen;automatizar
escuden;escudar
sopesen;sopesar
armonicen;armonizar
influencien;influenciar
enuncien;enunciar
juramenten;juramentar
acuesten;acostar
engranen;engranar
afanen;afanar
detraigan;detraer
lidien;lidiar
apelen;apelar
extrapolen;extrapolar
privilegien;privilegiar
bonifiquen;bonificar
ahoguen;ahogar
redistribuyan;redistribuir
coresponsabilicen;coresponsabilizar
reconduzcan;reconducir
recauden;recaudar
abastezcan;abastecer
neutralicen;neutralizar
intimiden;intimidar
vomiten;vomitar
peten;petar
repugnen;repugnar
entrevisten;entrevistar
encomienden;encomendar
priven;privar
planten;plantar
infrinjan;infringir
recen;rezar
paralicen;paralizar
ratifiquen;ratificar
encaminen;encaminar
extingan;extinguir
elidan;elidir
deformen;deformar
retornen;retornar
abonen;abonar
desintegren;desintegrar
dictaminen;dictaminar
rehuyan;rehuir
devenguen;devengar
agredan;agredir
supediten;supeditar
anquilosen;anquilosar
usurpen;usurpar
enturbien;enturbiar
estigmaticen;estigmatizar
obren;obrar
comparezcan;comparecer
coronen;coronar
vuelquen;volcar
excreten;excretar
sacudan;sacudir
trasformen;trasformar
reinfundan;reinfundir
persuadan;persuadir
inactiven;inactivar
extirpen;extirpar
desestabilicen;desestabilizar
segreguen;segregar
percutan;percutir
reintroduzcan;reintroducir
injerten;injertar
transfundan;transfundir
recidiven;recidivar
rasuren;rasurar
acoten;acotar
perviertan;pervertir
socaven;socavar
secuencien;secuenciar
substituyan;substituir
sobrelleven;sobrellevar
arrebaten;arrebatar
subordinen;subordinar
reestimulen;reestimular
instrumentalicen;instrumentalizar
estratifiquen;estratificar
recalen;recalar
atinen;atinar
quintupliquen;quintuplicar
desatiendan;desatender
remarquen;remarcar
irrumpan;irrumpir
osen;osar
inculquen;inculcar
atraganten;atragantar
piquen;picar
regurgiten;regurgitar
renieguen;renegar
eluciden;elucidar
amamanten;amamantar
hipertrofien;hipertrofiar
reaseguren;reasegurar
deleguen;delegar
aniden;anidar
concierten;concertar
turnen;turnar
brillen;brillar
ingenien;ingeniar
liciten;licitar
choquen;chocar
razonen;razonar
descansen;descansar
confiesen;confesar
instrumenten;instrumentar
desubiquen;desubicar
conforten;confortar
reboten;rebotar
anuncien;anunciar
ilusionen;ilusionar
encarezcan;encarecer
depongan;deponer
egresen;egresar
recluyan;recluir
reutilicen;reutilizar
subdividan;subdividir
satinen;satinar
decrezcan;decrecer
carbonen;carbonar
tapen;tapar
evadan;evadir
aplaudan;aplaudir
subcampen;subcampar
jodan;joder
decodifiquen;decodificar
recodifiquen;recodificar
muden;mudar
estanquen;estancar
giman;gemir
griten;gritar
viabilicen;viabilizar
luzcan;lucir
calienten;calentar
transciendan;transcender
desmientan;desmentir
encaren;encarar
rivalicen;rivalizar
autoidentifiquen;autoidentificar
agiten;agitar
cualifiquen;cualificar
compadezcan;compadecer
faculten;facultar
urdan;urdir
adicionen;adicionar
penalicen;penalizar
resguarden;resguardar
escenifiquen;escenificar
totalicen;totalizar
aseveren;aseverar
autovaloren;autovalorar
instiguen;instigar
recalquen;recalcar
disuadan;disuadir
trascurran;trascurrir
hieran;herir
inmunicen;inmunizar
adomen;adomar
aparquen;aparcar
testimonien;testimoniar
alegren;alegrar
inquieran;inquirir
silencien;silenciar
eclipsen;eclipsar
deshumanicen;deshumanizar
devoren;devorar
consuelen;consolar
anhelen;anhelar
legislen;legislar
obsequien;obsequiar
discrepen;discrepar
recorten;recortar
refrenen;refrenar
precien;preciar
testen;testar
desistan;desistir
retransmitan;retransmitir
segmenten;segmentar
perfilen;perfilar
empaten;empatar
oficien;oficiar
exalten;exaltar
disputen;disputar
arruguen;arrugar
biseden;bisedar
leguen;legar
conceptualicen;conceptualizar
claudiquen;claudicar
tipifiquen;tipificar
indiquemos;indicar
identifiquemos;identificar
olvidemos;olvidar
comuniquemos;comunicar
destaquemos;destacar
validemos;validar
diagnostiquemos;diagnosticar
equivoquemos;equivocar
expliquemos;explicar
busquemos;buscar
dediquemos;dedicar
critiquemos;criticar
acerquemos;acercar
adjudiquemos;adjudicar
marquemos;marcar
apliquemos;aplicar
impliquemos;implicar
coloquemos;colocar
provoquemos;provocar
estratifiquemos;estratificar
especifiquemos;especificar
publiquemos;publicar
choquemos;chocar
cuidemos;cuidar
eduquemos;educar
notifiquemos;notificar
reivindiquemos;reivindicar
desembarquemos;desembarcar
cualifiquemos;cualificar
descuidemos;descuidar
ejemplifiquemos;ejemplificar
promuevan;promover
vuelvan;volver
deban;deber
reciban;recibir
unan;unir
suscriban;suscribir
describan;describir
cumplan;cumplir
cosan;coser
sirvan;servir
perciban;percibir
exhiban;exhibir
revuelvan;revolver
ejerzan;ejercer
reunan;reunir
beban;beber
definan;definir
convivan;convivir
resuelvan;resolver
prescriban;prescribir
escriban;escribir
impelan;impeler
sobrevivan;sobrevivir
adscriban;adscribir
inscriban;inscribir
huelan;oler
suban;subir
compelan;compeler
devuelvan;devolver
absorban;absorber
inhiban;inhibir
mullan;mullir
atrevan;atrever
sucumban;sucumbir
incumplan;incumplir
muevan;mover
cuezan;cocer
punan;punir
circunscriban;circunscribir
redefinan;redefinir
revivan;revivir
transcriban;transcribir
aunan;aunir
suplan;suplir
autoperciban;autopercibir
autodefinan;autodefinir
venzan;vencer
reabsorban;reabsorber
desenvuelvan;desenvolver
envuelvan;envolver
tuerzan;torcer
incumban;incumbir
tosan;toser
esparzan;esparcir
conciban;concebir
pervivan;pervivir
convenzan;convencer
conmuevan;conmover
conciernan;concernir
remuevan;remover
lamban;lamber
disuelvan;disolver
apoyen;apoyar
acaben;acabar
croen;croar
alejen;alejar
roben;robar
deseen;desear
encajen;encajar
fijen;fijar
bloqueen;bloquear
dejen;dejar
coloreen;colorear
replanteen;replantear
marchen;marchar
despojen;despojar
rodeen;rodear
desaconsejen;desaconsejar
planteen;plantear
sospechen;sospechar
contrabalanceen;contrabalancear
engloben;englobar
asemejen;asemejar
empleen;emplear
picoteen;picotear
sorteen;sortear
trasteen;trastear
bajen;bajar
escuchen;escuchar
aprovechen;aprovechar
alineen;alinear
manejen;manejar
dibujen;dibujar
recaben;recabar
reflejen;reflejar
estropeen;estropear
arrojen;arrojar
prueben;probar
estrechen;estrechar
aconsejen;aconsejar
trasplanteen;trasplantear
breen;brear
echen;echar
ideen;idear
machen;machar
luchen;luchar
majen;majar
quejen;quejar
canteen;cantear
planeen;planear
criben;cribar
aireen;airear
cosechen;cosechar
atajen;atajar
aprueben;aprobar
soslayen;soslayar
reprueben;reprobar
linchen;linchar
incoen;incoar
enganchen;enganchar
estriben;estribar
viajen;viajar
acarreen;acarrear
costeen;costear
menoscaben;menoscabar
ameen;amear
cuneen;cunear
derrumben;derrumbar
derrochen;derrochar
goleen;golear
reenganchen;reenganchar
tachen;tachar
bartoleen;bartolear
graben;grabar
tambaleen;tambalear
recreen;recrear
rajen;rajar
perturben;perturbar
fregoteen;fregotear
bromeen;bromear
barajen;barajar
salmeen;salmear
golpeen;golpear
latineen;latinear
exacerben;exacerbar
aechen;aechar
paseen;pasear
amortajen;amortajar
alardeen;alardear
desdibujen;desdibujar
alojen;alojar
desaprovechen;desaprovechar
ensanchen;ensanchar
rastreen;rastrear
gayen;gayar
subrayen;subrayar
escaseen;escasear
pinchen;pinchar
mojen;mojar
pavoneen;pavonear
mareen;marear
tartamudeen;tartamudear
chafen;chafar
empujen;empujar
fajen;fajar
desbloqueen;desbloquear
jadeen;jadear
permeen;permear
mateen;matear
careen;carear
rayen;rayar
indaguemos;indagar
juguemos;jugar
lleguemos;llegar
otorguemos;otorgar
actuemos;actuar
sobrecarguemos;sobrecargar
acentuemos;acentuar
evaluemos;evaluar
investiguemos;investigar
efectuemos;efectuar
deleguemos;delegar
interroguemos;interrogar
situemos;situar
entreguemos;entregar
alarguemos;alargar
continuemos;continuar
neguemos;negar
habituemos;habituar
castiguemos;castigar
juzguemos;juzgar
pensemos;pensar
sepamos;saber
pasemos;pasar
interesemos;interesar
precisemos;precisar
usemos;usar
interrumpamos;interrumpir
regresemos;regresar
visemos;visar
conversemos;conversar
basemos;basar
expresemos;expresar
confesemos;confesar
revisemos;revisar
repasemos;repasar
abusemos;abusar
rompamos;romper
impulsemos;impulsar
traspasemos;traspasar
dudemos;dudar
recordemos;recordar
abordemos;abordar
abundemos;abundar
tardemos;tardar
ayudemos;ayudar
agrademos;agradar
traslademos;trasladar
quedemos;quedar
recomendemos;recomendar
demandemos;demandar
entendamos;entender
defendamos;defender
aadamos;aadir
pretendamos;pretender
comprendamos;comprender
rindamos;rendir
aludamos;aludir
perdamos;perder
concedamos;conceder
decidamos;decidir
atendamos;atender
respondamos;responder
ascendamos;ascender
incidamos;incidir
dependamos;depender
procedamos;proceder
aprendamos;aprender
accedamos;acceder
tendamos;tender
confundamos;confundir
pidamos;pedir
dividamos;dividir
coincidamos;coincidir
midamos;medir
escondamos;esconder
prescindamos;prescindir
emprendamos;emprender
paren;parir
consuma;consumar
sienta;sentar
vende;vender
consume;consumir
asienta;asentar
aburre;aburrir
asiente;asentir
funde;fundir
sume;sumir
descree;descreer
subsume;subsumir
mienta;mentar
perfunde;perfundir
acree;acreer
imprima;imprimar
prende;prender
autoconsume;autoconsumir
desplace;desplacer
repele;repeler
barre;barrer
imprime;imprimir
mana;manar
amana;amanar
perfunda;perfundar
refunda;refundar
salgan;salgar
aburren;aburrir
hinche;henchir
abre;abrir
abandona;abandonar
dona;donar
perdona;perdonar
cuesta;costar
devengan;devengar
oigamos;oír
sigamos;seguir
consigamos;conseguir
extraigamos;extraer
persigamos;perseguir
atraigamos;atraer
caigamos;caer
juega;jugar
sucedido;suceder
anade;anadir
admira;admirar
sale;salir
imprimen;imprimir
fueron;ser
veles;velar
digamos;decir
utilicemos;utilizar
analicemos;analizar
evidenciemos;evidenciar
observemos;observar
estudiemos;estudiar
actualicemos;actualizar
aportemos;aportar
hablemos;hablar
prestemos;prestar
realicemos;realizar
iniciemos;iniciar
planteemos;plantear
aceptemos;aceptar
levantemos;levantar
avancemos;avanzar
llevemos;llevar
tomemos;tomar
intentemos;intentar
aproximemos;aproximar
participemos;participar
tratemos;tratar
comencemos;comenzar
echemos;echar
elogiemos;elogiar
enfrentemos;enfrentar
perfilemos;perfilar
saltemos;saltar
violemos;violar
notemos;notar
topemos;topar
citemos;citar
conceptualicemos;conceptualizar
ocupemos;ocupar
quitemos;quitar
apreciemos;apreciar
informemos;informar
esforcemos;esforzar
contextualicemos;contextualizar
denunciemos;denunciar
aumentemos;aumentar
estimulemos;estimular
llamemos;llamar
confiemos;confiar
luchemos;luchar
cambiemos;cambiar
desconectemos;desconectar
escuchemos;escuchar
preguntemos;preguntar
comentemos;comentar
acatemos;acatar
adaptemos;adaptar
calemos;calar
emulemos;emular
obviemos;obviar
instemos;instar
experimentemos;experimentar
renunciemos;renunciar
conformemos;conformar
molestemos;molestar
familiaricemos;familiarizar
recapitulemos;recapitular
hallemos;hallar
rescatemos;rescatar
limitemos;limitar
empleemos;emplear
presentemos;presentar
desarrollemos;desarrollar
contemos;contar
conservemos;conservar
reorientemos;reorientar
finalicemos;finalizar
sospechemos;sospechar
vinculemos;vincular
asociemos;asociar
anticipemos;anticipar
detallemos;detallar
evitemos;evitar
matemos;matar
plantemos;plantar
formemos;formar
apostemos;apostar
responsabilicemos;responsabilizar
controlemos;controlar
vigilemos;vigilar
consultemos;consultar
visitemos;visitar
beneficiemos;beneficiar
facilitemos;facilitar
soplemos;soplar
anotemos;anotar
acabemos;acabar
deseemos;desear
apuntemos;apuntar
representemos;representar
concretemos;concretar
necesitemos;necesitar
resaltemos;resaltar
localicemos;localizar
detectemos;detectar
salvemos;salvar
visualicemos;visualizar
constatemos;constatar
desestimemos;desestimar
optemos;optar
tropecemos;tropezar
atemos;atar
intercambiemos;intercambiar
enviemos;enviar
firmemos;firmar
afirmemos;afirmar
referenciemos;referenciar
impactemos;impactar
adelantemos;adelantar
estimemos;estimar
montemos;montar
confirmemos;confirmar
estabilicemos;estabilizar
aprovechemos;aprovechar
subrayemos;subrayar
confrontemos;confrontar
fumemos;fumar
naturalicemos;naturalizar
exportemos;exportar
despertemos;despertar
formulemos;formular
desembaracemos;desembarazar
recemos;rezar
crucemos;cruzar
pinchemos;pinchar
contactemos;contactar
movilicemos;movilizar
extrapolemos;extrapolar
depositemos;depositar
invitemos;invitar
acertemos;acertar
apelemos;apelar
alcemos;alzar
contemplemos;contemplar
repintemos;repintar
transformemos;transformar
adoptemos;adoptar
comprobemos;comprobar
